shape=3072,2304 round=1 variant=baseline n=3072 nc=2304 reps=31 median_us=412.193000 gops=34.342592 checksum=-7944.5326308 samples_us=409.228000,409.318000,409.414000,409.538000,409.645000,409.660000,409.672000,409.746000,411.085000,411.303000,411.318000,411.721000,411.729000,411.825000,412.034000,412.193000,412.229000,412.342000,412.431000,412.580000,412.673000,412.922000,413.134000,413.387000,413.852000,414.126000,414.479000,415.150000,415.278000,415.904000,416.865000,
shape=3072,2304 round=1 variant=q6-fused-unroll4 n=3072 nc=2304 reps=31 median_us=460.771000 gops=30.721933 checksum=-7944.5320846 samples_us=457.804000,457.914000,457.927000,458.107000,458.284000,458.303000,458.307000,458.856000,459.877000,460.255000,460.363000,460.444000,460.518000,460.646000,460.756000,460.771000,460.961000,461.108000,461.279000,461.281000,461.509000,461.609000,461.618000,461.680000,461.752000,461.840000,462.496000,462.812000,463.055000,463.619000,464.346000,
shape=3072,2304 round=2 variant=baseline n=3072 nc=2304 reps=31 median_us=412.268000 gops=34.336344 checksum=-7944.5326308 samples_us=410.008000,410.050000,410.058000,410.088000,410.161000,410.162000,410.244000,410.559000,410.867000,411.426000,411.709000,411.718000,411.744000,411.898000,411.934000,412.268000,412.400000,412.466000,412.680000,412.732000,413.015000,413.228000,413.918000,414.138000,414.178000,414.587000,414.639000,415.509000,416.074000,418.070000,420.736000,
shape=3072,2304 round=2 variant=q6-fused-unroll4 n=3072 nc=2304 reps=31 median_us=449.793000 gops=31.471757 checksum=-7944.5320846 samples_us=446.757000,446.852000,447.094000,447.167000,447.239000,447.242000,447.515000,447.769000,447.791000,448.590000,449.199000,449.207000,449.265000,449.474000,449.525000,449.793000,449.810000,450.069000,450.124000,450.649000,451.192000,451.891000,451.930000,452.041000,452.110000,452.473000,452.659000,452.866000,453.606000,453.731000,468.079000,
shape=3072,2304 round=3 variant=baseline n=3072 nc=2304 reps=31 median_us=412.550000 gops=34.312874 checksum=-7944.5326308 samples_us=409.729000,409.750000,409.832000,409.844000,410.016000,410.158000,410.372000,410.439000,410.465000,410.521000,410.722000,411.651000,411.786000,411.788000,411.845000,412.550000,412.618000,412.705000,412.721000,412.775000,412.791000,412.808000,413.269000,413.660000,414.474000,414.886000,415.062000,415.457000,415.763000,416.281000,417.229000,
shape=3072,2304 round=3 variant=q6-fused-unroll4 n=3072 nc=2304 reps=31 median_us=451.823000 gops=31.330357 checksum=-7944.5320846 samples_us=449.151000,449.226000,449.278000,449.309000,449.324000,449.340000,449.361000,449.443000,449.488000,451.110000,451.158000,451.191000,451.244000,451.602000,451.772000,451.823000,451.959000,452.228000,452.353000,452.476000,452.489000,452.646000,453.120000,453.523000,453.943000,453.998000,454.594000,454.982000,455.081000,456.432000,464.722000,
shape=3072,2304 round=4 variant=baseline n=3072 nc=2304 reps=31 median_us=411.080000 gops=34.435575 checksum=-7944.5326308 samples_us=408.170000,408.274000,408.390000,408.549000,408.557000,408.688000,408.721000,408.798000,408.957000,409.056000,409.148000,410.457000,410.673000,410.801000,410.965000,411.080000,411.348000,411.860000,412.184000,412.287000,412.354000,412.462000,412.713000,412.795000,413.550000,414.314000,414.845000,415.133000,415.295000,415.601000,415.647000,
shape=3072,2304 round=4 variant=q6-fused-unroll4 n=3072 nc=2304 reps=31 median_us=464.891000 gops=30.449667 checksum=-7944.5320846 samples_us=460.170000,460.223000,461.905000,462.693000,462.841000,462.945000,463.312000,463.505000,463.519000,463.601000,464.025000,464.275000,464.615000,464.689000,464.859000,464.891000,465.036000,465.125000,465.253000,465.386000,465.499000,465.636000,466.057000,466.278000,466.357000,466.906000,467.280000,468.133000,468.379000,468.486000,468.569000,
shape=3072,2304 round=5 variant=baseline n=3072 nc=2304 reps=31 median_us=413.165000 gops=34.261799 checksum=-7944.5326308 samples_us=410.563000,410.695000,411.122000,411.347000,411.443000,411.452000,411.543000,411.690000,411.761000,412.280000,412.536000,412.556000,412.754000,412.925000,412.946000,413.165000,413.436000,413.536000,413.716000,414.062000,414.066000,414.127000,414.976000,415.184000,415.531000,415.822000,415.880000,416.217000,416.890000,417.204000,418.053000,
shape=3072,2304 round=5 variant=q6-fused-unroll4 n=3072 nc=2304 reps=31 median_us=464.935000 gops=30.446785 checksum=-7944.5320846 samples_us=460.638000,461.759000,462.343000,462.436000,462.534000,462.596000,462.607000,462.680000,462.909000,463.144000,463.990000,464.030000,464.158000,464.260000,464.656000,464.935000,464.945000,464.974000,465.019000,465.058000,465.076000,465.435000,465.450000,465.926000,466.385000,467.018000,467.171000,467.612000,467.967000,468.972000,469.999000,
shape=3072,2304 round=6 variant=baseline n=3072 nc=2304 reps=31 median_us=413.181000 gops=34.260472 checksum=-7944.5326308 samples_us=409.424000,409.857000,410.808000,410.857000,411.018000,411.060000,411.060000,411.176000,411.183000,411.448000,411.548000,411.652000,412.448000,412.803000,413.113000,413.181000,413.232000,413.337000,413.340000,413.604000,413.633000,413.637000,413.861000,414.993000,415.484000,415.578000,415.614000,416.276000,416.585000,417.082000,427.790000,
