shape=3072,2304 round=1 variant=baseline n=3072 nc=2304 reps=31 median_us=413.590000 gops=34.226592 checksum=-7944.5326308 samples_us=408.594000,409.420000,409.834000,409.897000,409.902000,410.228000,410.291000,410.824000,410.857000,410.982000,411.160000,411.256000,411.599000,412.588000,413.132000,413.590000,413.667000,413.751000,413.784000,414.737000,415.029000,415.053000,415.117000,415.327000,415.581000,415.661000,415.793000,415.842000,416.884000,416.922000,421.982000,
shape=3072,2304 round=1 variant=q6-fused-paired n=3072 nc=2304 reps=31 median_us=559.583000 gops=25.297009 checksum=-7944.5320846 samples_us=555.852000,556.023000,556.086000,556.102000,556.110000,556.194000,556.432000,557.793000,558.376000,558.490000,558.689000,558.820000,558.901000,559.305000,559.321000,559.583000,560.028000,560.743000,560.895000,561.101000,561.125000,561.389000,561.415000,561.428000,561.437000,561.471000,561.674000,562.989000,563.122000,563.199000,563.788000,
shape=3072,2304 round=2 variant=baseline n=3072 nc=2304 reps=31 median_us=412.050000 gops=34.354510 checksum=-7944.5326308 samples_us=409.420000,409.636000,409.725000,409.868000,409.914000,409.918000,409.970000,410.057000,410.410000,411.071000,411.319000,411.658000,411.704000,411.800000,411.843000,412.050000,412.167000,412.284000,412.310000,412.430000,412.443000,412.653000,413.017000,413.053000,413.677000,414.501000,414.770000,414.831000,415.395000,415.653000,415.817000,
shape=3072,2304 round=2 variant=q6-fused-paired n=3072 nc=2304 reps=31 median_us=560.205000 gops=25.268921 checksum=-7944.5320846 samples_us=556.655000,557.163000,557.342000,557.528000,557.600000,558.119000,558.899000,558.992000,559.020000,559.112000,559.112000,559.339000,559.572000,559.894000,560.133000,560.205000,560.205000,560.237000,560.294000,560.449000,560.561000,560.608000,561.449000,561.732000,561.798000,561.820000,561.960000,561.973000,562.491000,563.421000,563.483000,
shape=3072,2304 round=3 variant=baseline n=3072 nc=2304 reps=31 median_us=413.204000 gops=34.258565 checksum=-7944.5326308 samples_us=410.368000,410.453000,410.478000,410.633000,410.735000,410.765000,410.852000,410.873000,410.885000,411.322000,412.023000,412.934000,413.024000,413.095000,413.124000,413.204000,413.306000,413.481000,413.536000,413.550000,414.082000,414.195000,414.227000,414.621000,415.793000,415.846000,415.909000,416.351000,416.728000,417.051000,463.182000,
shape=3072,2304 round=3 variant=q6-fused-paired n=3072 nc=2304 reps=31 median_us=559.047000 gops=25.321263 checksum=-7944.5320846 samples_us=556.258000,556.289000,556.729000,556.836000,556.899000,556.933000,558.399000,558.562000,558.613000,558.619000,558.688000,558.737000,558.980000,559.008000,559.031000,559.047000,559.421000,559.424000,559.460000,559.657000,560.591000,560.918000,560.942000,561.116000,561.277000,561.292000,561.302000,561.554000,561.593000,561.683000,567.855000,
shape=3072,2304 round=4 variant=baseline n=3072 nc=2304 reps=31 median_us=412.148000 gops=34.346342 checksum=-7944.5326308 samples_us=408.350000,409.486000,409.629000,409.725000,409.747000,409.835000,409.974000,410.303000,410.670000,410.902000,411.686000,411.876000,411.881000,412.007000,412.095000,412.148000,412.220000,412.361000,412.551000,412.973000,413.172000,413.541000,413.566000,414.717000,414.745000,415.079000,415.369000,415.532000,415.686000,417.901000,418.834000,
shape=3072,2304 round=4 variant=q6-fused-paired n=3072 nc=2304 reps=31 median_us=559.402000 gops=25.305194 checksum=-7944.5320846 samples_us=556.454000,556.489000,556.495000,556.544000,556.661000,557.020000,558.438000,558.579000,558.897000,558.964000,558.981000,559.032000,559.145000,559.300000,559.352000,559.402000,559.418000,559.428000,559.484000,559.696000,559.878000,561.058000,561.059000,561.232000,561.250000,561.365000,561.615000,561.635000,561.722000,562.808000,563.841000,
shape=3072,2304 round=5 variant=baseline n=3072 nc=2304 reps=31 median_us=412.721000 gops=34.298657 checksum=-7944.5326308 samples_us=409.025000,409.171000,409.399000,409.416000,409.504000,409.919000,410.058000,410.960000,411.227000,411.891000,411.969000,412.429000,412.561000,412.647000,412.668000,412.721000,412.986000,413.082000,413.155000,413.186000,413.824000,413.838000,413.967000,414.222000,414.990000,415.163000,416.610000,418.163000,419.562000,422.982000,424.302000,
shape=3072,2304 round=5 variant=q6-fused-paired n=3072 nc=2304 reps=31 median_us=562.626000 gops=25.160188 checksum=-7944.5320846 samples_us=557.876000,559.479000,559.997000,560.060000,560.236000,560.288000,560.307000,560.311000,560.541000,560.614000,560.981000,561.215000,561.538000,562.343000,562.583000,562.626000,562.638000,562.856000,562.961000,563.396000,563.698000,563.864000,564.253000,564.688000,564.959000,565.264000,565.710000,565.773000,565.984000,566.676000,567.045000,
shape=3072,2304 round=6 variant=baseline n=3072 nc=2304 reps=31 median_us=413.519000 gops=34.232468 checksum=-7944.5326308 samples_us=410.045000,410.103000,410.269000,410.695000,410.804000,410.829000,411.341000,411.766000,411.793000,412.595000,412.656000,412.701000,413.047000,413.162000,413.205000,413.519000,413.526000,413.737000,414.048000,414.080000,414.280000,414.388000,414.409000,414.466000,414.633000,414.870000,415.843000,416.048000,416.430000,417.666000,419.117000,
shape=3072,2304 round=6 variant=q6-fused-paired n=3072 nc=2304 reps=31 median_us=560.092000 gops=25.274019 checksum=-7944.5320846 samples_us=557.191000,557.218000,557.402000,557.799000,558.061000,558.089000,558.838000,559.209000,559.219000,559.301000,559.426000,559.543000,559.566000,559.902000,559.944000,560.092000,560.415000,560.427000,560.921000,560.964000,561.486000,562.304000,562.329000,562.506000,562.659000,562.682000,562.872000,562.906000,562.927000,563.071000,563.857000,
shape=3072,2304 round=7 variant=baseline n=3072 nc=2304 reps=31 median_us=414.003000 gops=34.192448 checksum=-7944.5326308 samples_us=410.022000,410.651000,410.681000,410.815000,410.977000,411.043000,411.200000,411.240000,412.192000,412.272000,412.574000,413.186000,413.411000,413.651000,413.766000,414.003000,414.015000,414.398000,414.429000,414.534000,414.663000,414.712000,414.911000,415.152000,415.204000,415.447000,416.444000,416.682000,416.763000,417.447000,417.545000,
shape=3072,2304 round=7 variant=q6-fused-paired n=3072 nc=2304 reps=31 median_us=558.600000 gops=25.341525 checksum=-7944.5320846 samples_us=555.043000,555.190000,555.690000,555.901000,556.546000,556.768000,557.117000,557.331000,557.381000,557.590000,557.664000,557.916000,558.352000,558.385000,558.583000,558.600000,558.739000,558.759000,558.933000,558.940000,559.433000,559.813000,560.164000,560.212000,560.579000,560.713000,560.869000,561.001000,561.101000,561.143000,577.794000,
shape=9216,768 round=1 variant=baseline n=9216 nc=768 reps=31 median_us=412.944000 gops=34.280135 checksum=-7431.93078804 samples_us=410.007000,410.234000,410.433000,410.517000,410.680000,410.729000,410.770000,411.002000,411.126000,411.346000,412.547000,412.600000,412.748000,412.766000,412.783000,412.944000,412.958000,413.188000,413.287000,413.404000,413.533000,413.562000,413.607000,413.904000,414.732000,414.888000,415.308000,415.459000,415.475000,415.972000,417.607000,
shape=9216,768 round=1 variant=q6-fused-paired n=9216 nc=768 reps=31 median_us=558.172000 gops=25.360957 checksum=-7431.93039769 samples_us=555.265000,555.503000,555.571000,555.612000,555.721000,555.777000,557.009000,557.079000,557.139000,557.462000,557.751000,557.856000,557.926000,558.069000,558.118000,558.172000,558.178000,558.225000,558.255000,558.507000,558.715000,559.311000,560.280000,560.352000,560.691000,560.743000,560.936000,560.948000,561.803000,562.553000,563.047000,
shape=9216,768 round=2 variant=baseline n=9216 nc=768 reps=31 median_us=411.688000 gops=34.384719 checksum=-7431.93078804 samples_us=409.385000,409.580000,409.793000,409.913000,410.041000,410.102000,410.321000,410.463000,411.177000,411.297000,411.410000,411.435000,411.521000,411.556000,411.670000,411.688000,412.348000,412.456000,412.522000,412.827000,412.994000,413.308000,413.339000,413.412000,413.996000,414.625000,415.273000,415.540000,415.777000,417.320000,417.588000,
shape=9216,768 round=2 variant=q6-fused-paired n=9216 nc=768 reps=31 median_us=558.456000 gops=25.348060 checksum=-7431.93039769 samples_us=555.037000,555.469000,555.539000,555.570000,555.797000,556.278000,557.270000,557.642000,557.680000,557.836000,557.853000,557.903000,558.306000,558.318000,558.338000,558.456000,558.496000,558.523000,558.558000,559.020000,559.410000,559.496000,559.789000,560.059000,560.125000,560.174000,560.179000,560.579000,561.384000,561.436000,562.046000,
shape=9216,768 round=3 variant=baseline n=9216 nc=768 reps=31 median_us=412.658000 gops=34.303893 checksum=-7431.93078804 samples_us=409.618000,409.753000,409.910000,410.034000,410.179000,410.476000,410.584000,410.616000,410.733000,411.553000,411.896000,411.919000,412.066000,412.271000,412.277000,412.658000,412.742000,412.945000,412.993000,413.311000,413.369000,413.549000,413.653000,413.891000,414.085000,414.842000,415.221000,415.236000,415.358000,415.802000,421.949000,
shape=9216,768 round=3 variant=q6-fused-paired n=9216 nc=768 reps=31 median_us=559.408000 gops=25.304922 checksum=-7431.93039769 samples_us=555.882000,555.904000,555.973000,556.063000,556.077000,556.345000,557.901000,558.193000,558.232000,558.247000,558.283000,558.308000,558.348000,559.117000,559.281000,559.408000,559.422000,559.939000,560.283000,560.425000,560.646000,560.752000,560.933000,560.945000,561.337000,561.369000,562.131000,562.140000,562.630000,562.668000,571.139000,
